Location,Complex,Area(m²),Price(₩10k),Built_Year,Contract_Date,Floor,Station,Phase
월곶동,풍림아이원2차,37.918,14950,2005,2018-09-08,19,UnjeongCentral,Before
신천동,시흥신천삼환나우빌,59.938,29200,2012,2018-09-10,10,UnjeongCentral,Before
대야동,영남1,39.84,17000,1986,2018-09-01,5,UnjeongCentral,Before
은행동,신명,48.84,17200,1995,2018-09-11,14,UnjeongCentral,Before
정왕동,계룡리슈빌,84.97,23000,1997,2018-09-03,9,UnjeongCentral,Before
포동,서강,52.08,14000,1997,2018-09-08,15,UnjeongCentral,Before
배곧동,호반베르디움더프라임,63.844,33400,2016,2018-09-16,24,UnjeongCentral,Before
배곧동,시흥배곧SK뷰,73.0453,33500,2015,2018-09-16,2,UnjeongCentral,Before
신천동,태광,37.17,8800,1986,2018-09-13,1,UnjeongCentral,Before
대야동,서강2,59.98,22700,1997,2018-09-13,14,UnjeongCentral,Before
포동,산과우리들포동태산,59.95,17000,1993,2018-09-10,14,UnjeongCentral,Before
정왕동,월드,59.935,15400,1995,2018-09-06,1,UnjeongCentral,Before
대야동,우성2,59.96,23900,1995,2018-09-10,12,UnjeongCentral,Before
월곶동,풍림아이원2차,84.829,26000,2005,2018-09-01,8,UnjeongCentral,Before
정왕동,한일,84.76,21000,1996,2018-09-11,7,UnjeongCentral,Before
정왕동,건영1,84.93,21600,1997,2018-09-03,5,UnjeongCentral,Before
배곧동,호반베르디움더프라임,84.4646,38800,2016,2018-09-03,7,UnjeongCentral,Before
정왕동,건영4,84.93,23800,2000,2018-09-01,6,UnjeongCentral,Before
죽율동,시흥6차푸르지오2단지,107.57,30000,2013,2018-09-12,17,UnjeongCentral,Before
대야동,영남2,42.966,17100,1987,2018-09-08,5,UnjeongCentral,Before
대야동,영남2,42.966,17700,1987,2018-09-05,4,UnjeongCentral,Before
대야동,영남2,42.966,18000,1987,2018-09-08,4,UnjeongCentral,Before
배곧동,시흥배곧신도시호반베르디움센트럴파크,84.025,40000,2015,2018-09-11,14,UnjeongCentral,Before
월곶동,풍림아이원2차,59.989,21900,2005,2018-09-12,11,UnjeongCentral,Before
장현동,새재마을청구,59.99,23500,2001,2018-09-05,19,UnjeongCentral,Before
월곶동,풍림아이원2차,84.829,25200,2005,2018-09-09,2,UnjeongCentral,Before
배곧동,호반베르디움더프라임,63.7676,33200,2016,2018-09-02,15,UnjeongCentral,Before
정왕동,고합,84.96,19400,1998,2018-09-05,10,UnjeongCentral,Before
배곧동,시흥배곧신도시호반베르디움센트럴파크,84.025,39900,2015,2018-09-12,24,UnjeongCentral,Before
죽율동,시흥6차푸르지오2단지,107.57,30700,2013,2018-09-06,11,UnjeongCentral,Before
정왕동,서해2,103.07,25900,1998,2018-09-10,8,UnjeongCentral,Before
정왕동,대림4,117.251,28900,1997,2018-09-10,3,UnjeongCentral,Before
포동,태현신관1차아파트,54.9,13000,1991,2018-09-08,3,UnjeongCentral,Before
정왕동,한신공영,59.8,17000,1996,2018-09-01,2,UnjeongCentral,Before
정왕동,세종1,119.64,29400,1996,2018-09-12,4,UnjeongCentral,Before
하중동,관곡마을동아,60.0,18300,2000,2018-09-12,6,UnjeongCentral,Before
정왕동,대림4,117.251,29700,1997,2018-09-01,8,UnjeongCentral,Before
월곶동,풍림아이원1차,26.94,9000,2002,2018-09-06,10,UnjeongCentral,Before
장현동,장현I엔플러스빌,59.235,17250,2004,2018-09-08,7,UnjeongCentral,Before
배곧동,한라비발디캠퍼스2차,69.8608,30000,2018,2018-09-09,12,UnjeongCentral,Before
논곡동,목감한양수자인아파트,59.9297,32700,2016,2018-09-06,22,UnjeongCentral,Before
배곧동,시흥배곧신도시호반베르디움센트럴파크,84.025,38000,2015,2018-09-12,16,UnjeongCentral,Before
정왕동,보성,41.97,15300,1998,2018-09-05,4,UnjeongCentral,Before
장곡동,진말우성아파트,84.972,27700,1999,2018-09-12,16,UnjeongCentral,Before
대야동,영남2,37.47,15000,1987,2018-09-02,1,UnjeongCentral,Before
미산동,경신,58.95,10000,1992,2018-09-03,4,UnjeongCentral,Before
정왕동,유천,84.72,22000,1996,2018-09-07,10,UnjeongCentral,Before
정왕동,영남6,59.99,19000,1997,2018-09-01,1,UnjeongCentral,Before
정왕동,서해2,103.07,26400,1998,2018-09-04,10,UnjeongCentral,Before
월곶동,풍림아이원2차,37.918,14500,2005,2018-09-01,5,UnjeongCentral,Before
정왕동,화성,84.9,24000,1997,2018-09-03,9,UnjeongCentral,Before
하중동,관곡마을동아,60.0,18200,2000,2018-09-12,10,UnjeongCentral,Before
정왕동,건영5,84.98,21000,2002,2018-09-05,2,UnjeongCentral,Before
월곶동,월곶4차풍림아이원,84.842,25650,2006,2018-09-02,23,UnjeongCentral,Before
월곶동,풍림아이원2차,59.989,19650,2005,2018-09-05,2,UnjeongCentral,Before
대야동,영남1,39.96,17300,1986,2018-09-05,1,UnjeongCentral,Before
대야동,영남1,39.84,17400,1986,2018-09-05,4,UnjeongCentral,Before
월곶동,풍림아이원2차,84.829,24900,2005,2018-09-03,5,UnjeongCentral,Before
죽율동,시흥6차푸르지오2단지,59.98,24180,2013,2018-09-06,12,UnjeongCentral,Before
조남동,목감한신더휴센트럴파크,84.99,49000,2017,2018-09-06,5,UnjeongCentral,Before
정왕동,건영2,84.93,22400,1997,2018-09-07,3,UnjeongCentral,Before
하중동,관곡마을동아,60.0,18700,2000,2018-09-10,12,UnjeongCentral,Before
월곶동,월곶4차풍림아이원,84.842,23500,2006,2018-09-11,21,UnjeongCentral,Before
은행동,우남,84.7246,33100,2001,2018-09-10,10,UnjeongCentral,Before
신천동,시흥신천휴먼시아,84.51,32500,2010,2018-09-08,12,UnjeongCentral,Before
장현동,새재마을대동,59.85,23800,1999,2018-09-01,10,UnjeongCentral,Before
정왕동,아주,34.8,11000,1994,2018-09-03,4,UnjeongCentral,Before
정왕동,신호새피앙,84.98,21000,1997,2018-09-07,1,UnjeongCentral,Before
거모동,동보,25.12,6100,1999,2018-09-06,13,UnjeongCentral,Before
대야동,서강2,31.5,13000,1997,2018-09-03,16,UnjeongCentral,Before
정왕동,월드,59.935,16600,1995,2018-09-04,1,UnjeongCentral,Before
배곧동,시흥배곧신도시골드클래스,65.6078,30800,2016,2018-09-07,22,UnjeongCentral,Before
장현동,새재마을대동,75.44,26500,1999,2018-09-10,3,UnjeongCentral,Before
배곧동,시흥배곧신도시골드클래스,65.3165,30500,2016,2018-09-01,20,UnjeongCentral,Before
정왕동,아주,34.8,11500,1994,2018-09-04,11,UnjeongCentral,Before
정왕동,영남3,59.908,17200,1996,2018-09-06,2,UnjeongCentral,Before
대야동,영남2,42.966,17420,1987,2018-09-05,2,UnjeongCentral,Before
정왕동,주공1,59.57,16000,1997,2018-09-01,4,UnjeongCentral,Before
정왕동,모아,59.97,17400,1997,2018-09-01,5,UnjeongCentral,Before
대야동,서해,59.58,23000,1997,2018-09-08,16,UnjeongCentral,Before
대야동,영남1,39.84,17500,1986,2018-09-05,5,UnjeongCentral,Before
정왕동,주공3,59.67,15200,1997,2018-09-03,10,UnjeongCentral,Before
정왕동,신호새피앙,101.955,26600,1997,2018-09-01,9,UnjeongCentral,Before
거모동,일우,42.72,9500,1988,2018-09-01,2,UnjeongCentral,Before
포동,산과우리들포동태산,72.19,21250,1993,2018-09-04,8,UnjeongCentral,Before
대야동,영남2,37.47,16000,1987,2018-09-06,2,UnjeongCentral,Before
정왕동,건영2,59.82,17000,1997,2018-09-05,1,UnjeongCentral,Before
월곶동,월곶4차풍림아이원,84.842,25200,2006,2018-09-07,11,UnjeongCentral,Before
월곶동,풍림아이원1차,26.94,8400,2002,2018-09-06,8,UnjeongCentral,Before
도창동,에이스,59.34,17750,1997,2018-09-03,20,UnjeongCentral,Before
장곡동,진말우성아파트,84.972,27500,1999,2018-09-01,9,UnjeongCentral,Before
장곡동,숲속마을,59.965,20000,1999,2018-09-07,13,UnjeongCentral,Before
대야동,우성2,41.55,16450,1995,2018-09-06,10,UnjeongCentral,Before
대야동,삼보,70.71,23500,1991,2018-09-08,2,UnjeongCentral,Before
월곶동,풍림아이원1차,199.88,35000,2002,2018-09-07,16,UnjeongCentral,Before
대야동,영남2,37.47,15200,1987,2018-09-07,6,UnjeongCentral,Before
거모동,일우,42.72,10000,1988,2018-09-06,2,UnjeongCentral,Before
월곶동,풍림아이원1차,59.965,17500,2002,2018-09-05,8,UnjeongCentral,Before
은행동,대우푸르지오1차,59.946,21600,1996,2018-09-03,11,UnjeongCentral,Before
신천동,동진2,59.99,14800,1991,2018-09-03,3,UnjeongCentral,Before
정왕동,청솔아파트,48.45,15200,1999,2018-09-06,6,UnjeongCentral,Before
정왕동,계룡리슈빌,84.97,20700,1997,2018-09-05,5,UnjeongCentral,Before
월곶동,풍림아이원2차,59.989,22000,2005,2018-09-02,14,UnjeongCentral,Before
정왕동,고합,84.96,23000,1998,2018-09-04,7,UnjeongCentral,Before
대야동,영남1,39.96,17500,1986,2018-09-04,3,UnjeongCentral,Before
대야동,영남2,42.966,17100,1987,2018-09-05,4,UnjeongCentral,Before
대야동,영남2,42.966,17700,1987,2018-09-03,3,UnjeongCentral,Before
대야동,영남2,37.47,15000,1987,2018-09-01,3,UnjeongCentral,Before
월곶동,풍림아이원2차,37.918,15000,2005,2018-09-01,7,UnjeongCentral,Before
조남동,목감퍼스트리움,59.8,35000,2015,2018-09-04,1,UnjeongCentral,Before
정왕동,한일,84.76,23200,1996,2018-09-03,8,UnjeongCentral,Before
논곡동,목감한양수자인아파트,59.9297,32400,2016,2018-09-03,13,UnjeongCentral,Before
월곶동,풍림아이원1차,59.985,18000,2002,2018-09-03,13,UnjeongCentral,Before
능곡동,시흥능곡자연앤(4단지),84.86,38500,2009,2018-09-01,7,UnjeongCentral,Before
능곡동,시흥능곡자연앤(4단지),84.86,38650,2009,2018-09-03,4,UnjeongCentral,Before
정왕동,한일,59.91,17000,1996,2018-09-03,7,UnjeongCentral,Before
배곧동,시흥배곧신도시호반베르디움센트럴파크,65.4139,32900,2015,2018-09-01,8,UnjeongCentral,Before
배곧동,한라비발디캠퍼스,119.5995,63000,2017,2018-10-23,32,UnjeongCentral,Before
정왕동,건영5,84.92,22500,2002,2018-10-31,2,UnjeongCentral,Before
신천동,시흥신천휴먼시아,84.51,32200,2010,2018-10-21,14,UnjeongCentral,Before
장곡동,삼성래미안,84.97,25000,1999,2018-10-29,17,UnjeongCentral,Before
하상동,연꽃마을금호,84.84,25900,1999,2018-10-30,8,UnjeongCentral,Before
은행동,두산,84.9,27950,1997,2018-10-24,12,UnjeongCentral,Before
은행동,두산,84.9,28300,1997,2018-10-25,6,UnjeongCentral,Before
정왕동,건영5,84.98,22500,2002,2018-10-30,3,UnjeongCentral,Before
은행동,대우푸르지오4차,101.1734,38500,2004,2018-10-22,6,UnjeongCentral,Before
정왕동,한일,84.76,22400,1996,2018-10-04,7,UnjeongCentral,Before
정왕동,세종2,59.88,22000,1997,2018-10-20,8,UnjeongCentral,Before
은행동,풍림아이원,84.488,23800,2003,2018-10-18,5,UnjeongCentral,Before
배곧동,시흥배곧신도시골드클래스,65.6078,30500,2016,2018-10-20,9,UnjeongCentral,Before
장현동,새재마을청구,59.99,23500,2001,2018-10-28,14,UnjeongCentral,Before
정왕동,주공6,59.94,17200,1998,2018-10-20,2,UnjeongCentral,Before
은행동,대우푸르지오4차,84.7561,35500,2004,2018-10-23,8,UnjeongCentral,Before
정왕동,세종1,84.94,24500,1996,2018-10-30,2,UnjeongCentral,Before
거모동,유호,84.78,21450,1998,2018-10-23,15,UnjeongCentral,Before
대야동,우성2,41.55,16000,1995,2018-10-31,13,UnjeongCentral,Before
은행동,두산,71.55,27000,1997,2018-10-27,5,UnjeongCentral,Before
신천동,시흥신천삼환나우빌,84.892,36900,2012,2018-10-23,19,UnjeongCentral,Before
정왕동,세종1,74.56,20000,1996,2018-10-24,4,UnjeongCentral,Before
은행동,대우푸르지오4차,84.7561,35000,2004,2018-10-27,18,UnjeongCentral,Before
하중동,참이슬마을,101.25,28800,1999,2018-10-30,18,UnjeongCentral,Before
정왕동,대림2,51.228,14900,1998,2018-10-22,1,UnjeongCentral,Before
목감동,청도,43.93,13500,1986,2018-10-29,1,UnjeongCentral,Before
은행동,대우푸르지오4차,101.1734,36800,2004,2018-10-20,10,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,10200,2002,2018-10-30,18,UnjeongCentral,Before
정왕동,신호새피앙,84.96,19000,1997,2018-10-26,1,UnjeongCentral,Before
목감동,명신,55.89,16500,1986,2018-10-19,5,UnjeongCentral,Before
포동,산과우리들포동태산,59.95,16000,1993,2018-10-16,11,UnjeongCentral,Before
조남동,가야,62.73,16700,1990,2018-10-30,4,UnjeongCentral,Before
도창동,에이스,84.99,22500,1997,2018-10-23,1,UnjeongCentral,Before
정왕동,영남1,59.908,17300,1996,2018-10-10,7,UnjeongCentral,Before
논곡동,목감한양수자인아파트,59.9297,35000,2016,2018-10-09,11,UnjeongCentral,Before
은행동,우남,84.7246,33350,2001,2018-10-18,14,UnjeongCentral,Before
목감동,호반베르디움더프라임(1차),84.6742,58000,2017,2018-10-19,17,UnjeongCentral,Before
배곧동,호반베르디움더프라임,63.844,32250,2016,2018-10-29,14,UnjeongCentral,Before
정왕동,금강,59.97,21000,1996,2018-10-19,6,UnjeongCentral,Before
장곡동,연성대우3,79.7124,26900,2000,2018-10-23,13,UnjeongCentral,Before
논곡동,목감한양수자인아파트,71.9968,36000,2016,2018-10-29,4,UnjeongCentral,Before
매화동,금강1차102동,76.82,15000,1994,2018-10-27,6,UnjeongCentral,Before
하상동,연꽃마을대우삼호아파트,59.88,17600,1999,2018-10-26,18,UnjeongCentral,Before
월곶동,월곶4차풍림아이원,84.842,23200,2006,2018-10-27,1,UnjeongCentral,Before
월곶동,풍림아이원2차,59.989,21000,2005,2018-10-18,8,UnjeongCentral,Before
정왕동,대림2,59.903,18000,1998,2018-10-15,10,UnjeongCentral,Before
정왕동,건영4,84.93,23000,2000,2018-10-09,5,UnjeongCentral,Before
하중동,참이슬마을,84.96,25700,1999,2018-10-08,16,UnjeongCentral,Before
거모동,동원,66.78,13950,1991,2018-10-18,12,UnjeongCentral,Before
매화동,제성,49.32,12000,1985,2018-10-29,1,UnjeongCentral,Before
월곶동,풍림아이원2차,59.989,22000,2005,2018-10-21,5,UnjeongCentral,Before
조남동,네이처하임,84.93,48000,2016,2018-10-25,17,UnjeongCentral,Before
대야동,서해,59.85,23900,1997,2018-10-06,8,UnjeongCentral,Before
장곡동,진말대우아파트,84.908,25000,1999,2018-10-27,14,UnjeongCentral,Before
대야동,서해,59.58,23400,1997,2018-10-01,16,UnjeongCentral,Before
정왕동,보성,41.97,15000,1998,2018-10-17,3,UnjeongCentral,Before
은행동,대우푸르지오4차,101.1734,37400,2004,2018-10-22,4,UnjeongCentral,Before
은행동,산호아파트,49.22,10500,1989,2018-10-31,5,UnjeongCentral,Before
은행동,대우푸르지오4차,84.7561,36000,2004,2018-10-02,6,UnjeongCentral,Before
대야동,벽산,84.54,27800,1992,2018-10-03,10,UnjeongCentral,Before
하중동,관곡마을성원,59.73,15500,1999,2018-10-22,18,UnjeongCentral,Before
정왕동,청솔아파트,48.45,15000,1999,2018-10-01,4,UnjeongCentral,Before
장곡동,숲속마을,59.965,18000,1999,2018-10-05,5,UnjeongCentral,Before
정왕동,시화두산,50.03,15000,1996,2018-10-01,1,UnjeongCentral,Before
하상동,연꽃마을대우삼호아파트,59.88,17500,1999,2018-10-25,11,UnjeongCentral,Before
거모동,일우,42.72,10000,1988,2018-10-13,1,UnjeongCentral,Before
장현동,새재마을청구,59.99,22400,2001,2018-10-14,9,UnjeongCentral,Before
하중동,관곡마을동아,60.0,18500,2000,2018-10-10,15,UnjeongCentral,Before
대야동,서해,59.85,24500,1997,2018-10-13,12,UnjeongCentral,Before
배곧동,한라비발디캠퍼스2차,113.0232,51000,2018,2018-10-07,34,UnjeongCentral,Before
배곧동,한라비발디캠퍼스,71.157,33000,2017,2018-10-03,24,UnjeongCentral,Before
거모동,일우,42.72,9800,1988,2018-10-06,3,UnjeongCentral,Before
정왕동,영남6,59.99,21500,1997,2018-10-31,5,UnjeongCentral,Before
은행동,대우푸르지오1차,78.9,28500,1996,2018-10-20,6,UnjeongCentral,Before
장곡동,진말삼환한진아파트,59.58,19800,1999,2018-10-20,13,UnjeongCentral,Before
배곧동,시흥배곧신도시호반베르디움센트럴파크,84.0196,42000,2015,2018-10-25,10,UnjeongCentral,Before
매화동,매화마을홍익,84.87,26000,2000,2018-10-28,13,UnjeongCentral,Before
정왕동,건영3,84.92,19000,2002,2018-10-31,1,UnjeongCentral,Before
은행동,대우푸르지오4차,71.9352,29700,2004,2018-10-08,18,UnjeongCentral,Before
은행동,대우푸르지오1차,59.946,22600,1996,2018-10-17,12,UnjeongCentral,Before
은행동,대우푸르지오4차,71.9352,32000,2004,2018-10-20,9,UnjeongCentral,Before
장곡동,동양덱스빌,59.94,19000,1999,2018-10-26,9,UnjeongCentral,Before
하중동,대우4,70.5746,22000,2002,2018-10-26,12,UnjeongCentral,Before
정왕동,주공3,59.67,16000,1997,2018-10-07,9,UnjeongCentral,Before
정왕동,동남,46.95,13900,1998,2018-10-17,1,UnjeongCentral,Before
정왕동,동보,84.94,20100,1997,2018-10-23,3,UnjeongCentral,Before
장곡동,진말대우아파트,133.98,37000,1999,2018-10-22,12,UnjeongCentral,Before
은행동,대우푸르지오1차,78.9,25400,1996,2018-10-15,19,UnjeongCentral,Before
대야동,우성2,59.96,23500,1995,2018-10-27,17,UnjeongCentral,Before
정왕동,신한미지엔,115.0,27200,1997,2018-10-10,6,UnjeongCentral,Before
장현동,새재마을대동,84.92,29500,1999,2018-10-11,19,UnjeongCentral,Before
월곶동,풍림아이원2차,59.989,21000,2005,2018-10-22,7,UnjeongCentral,Before
대야동,늘푸른벽산,84.9,29500,1995,2018-10-16,14,UnjeongCentral,Before
정왕동,진로,59.78,16300,1997,2018-10-08,1,UnjeongCentral,Before
장곡동,숲속마을,59.965,18500,1999,2018-10-31,11,UnjeongCentral,Before
장곡동,진말우성아파트,99.982,31500,1999,2018-10-08,16,UnjeongCentral,Before
은행동,벽산3차,59.95,23200,1998,2018-10-16,5,UnjeongCentral,Before
정왕동,건영3,84.92,24000,2002,2018-10-22,7,UnjeongCentral,Before
정왕동,세종2,84.84,26500,1997,2018-10-24,5,UnjeongCentral,Before
장곡동,진말우성아파트,84.972,27500,1999,2018-10-22,8,UnjeongCentral,Before
대야동,서해,59.58,22500,1997,2018-10-22,13,UnjeongCentral,Before
매화동,서능1차(101~103동),45.66,8500,1991,2018-10-02,1,UnjeongCentral,Before
은행동,대우푸르지오3차,59.898,25000,1998,2018-10-12,20,UnjeongCentral,Before
정왕동,금강,84.84,23900,1996,2018-10-09,10,UnjeongCentral,Before
도창동,에이스,59.34,16000,1997,2018-10-19,20,UnjeongCentral,Before
정왕동,아주,34.8,12500,1994,2018-10-31,8,UnjeongCentral,Before
배곧동,시흥배곧SK뷰,84.497,40000,2015,2018-10-22,19,UnjeongCentral,Before
능곡동,우남퍼스트빌,142.6106,49500,2008,2018-10-16,11,UnjeongCentral,Before
조남동,가야,40.785,12950,1990,2018-10-14,4,UnjeongCentral,Before
미산동,해가든더클래식,148.8,35000,2009,2018-10-25,6,UnjeongCentral,Before
조남동,가야,62.73,18000,1990,2018-10-13,2,UnjeongCentral,Before
조남동,가야,62.73,16500,1990,2018-10-13,1,UnjeongCentral,Before
매화동,서능1차(101~103동),45.66,7600,1991,2018-10-09,5,UnjeongCentral,Before
매화동,"진양101,102동",52.53,9500,1990,2018-10-10,5,UnjeongCentral,Before
미산동,상아그린,59.95,12300,1995,2018-10-16,9,UnjeongCentral,Before
조남동,수정,84.84,23500,1994,2018-10-04,17,UnjeongCentral,Before
월곶동,풍림아이원1차,32.95,10000,2002,2018-10-29,19,UnjeongCentral,Before
장곡동,숲속마을,134.68,33700,1999,2018-10-01,3,UnjeongCentral,Before
죽율동,시흥6차푸르지오1단지,84.99,28000,2014,2018-10-03,11,UnjeongCentral,Before
은행동,산호아파트,49.22,12000,1989,2018-10-03,3,UnjeongCentral,Before
월곶동,풍림아이원3차,84.829,23300,2005,2018-10-31,2,UnjeongCentral,Before
매화동,금강2차,59.748,15900,1997,2018-10-29,4,UnjeongCentral,Before
신천동,동진1,59.64,13800,1990,2018-10-29,1,UnjeongCentral,Before
신천동,시흥신천삼환나우빌,84.892,36900,2012,2018-10-23,19,UnjeongCentral,Before
은행동,대우푸르지오3차,99.95,32100,1998,2018-10-02,13,UnjeongCentral,Before
장곡동,삼성래미안,74.464,21300,1999,2018-10-18,7,UnjeongCentral,Before
정왕동,서해1,84.98,23500,1997,2018-10-03,4,UnjeongCentral,Before
월곶동,풍림아이원1차,114.95,25200,2002,2018-10-19,1,UnjeongCentral,Before
배곧동,시흥배곧SK뷰,62.3741,31750,2015,2018-10-11,23,UnjeongCentral,Before
