법정동,단지명,전용면적(m²),거래금액(만원),건축년도,계약일,층,역이름,시기
용강동,마포용강삼성래미안,114.03,81000,2003,2006-03-23,16,공덕역,공사 중
성산동,성산시영(유원),59.43,31000,1986,2006-03-29,14,공덕역,공사 중
대흥동,대흥동태영아파트,59.4,24000,1999,2006-03-31,6,공덕역,공사 중
중동,DMC마포청구아파트,84.6,30000,1994,2006-03-28,12,공덕역,공사 중
용강동,마포지구시범5동,39.67,12000,1970,2006-03-29,2,공덕역,공사 중
신수동,신촌삼익,84.85,33300,1997,2006-03-30,13,공덕역,공사 중
염리동,마포자이,84.692,59500,2003,2006-03-28,9,공덕역,공사 중
공덕동,래미안공덕4차,59.9,31850,2005,2006-03-15,10,공덕역,공사 중
공덕동,래미안공덕4차,59.9,31850,2005,2006-03-15,10,공덕역,공사 중
성산동,성산시영(대우),50.03,24500,1986,2006-03-31,10,공덕역,공사 중
염리동,염리삼성래미안,59.52,30800,2001,2006-03-26,10,공덕역,공사 중
대흥동,대흥동태영아파트,114.93,63300,1999,2006-03-27,10,공덕역,공사 중
대흥동,대흥동태영아파트,59.4,23800,1999,2006-03-29,18,공덕역,공사 중
염리동,염리삼성래미안,84.96,42000,2001,2006-03-28,8,공덕역,공사 중
성산동,성산시영(선경),50.54,25100,1986,2006-03-29,6,공덕역,공사 중
서교동,청기와,70.49,17000,1999,2006-03-26,3,공덕역,공사 중
망원동,성원1,59.4,17700,1998,2006-03-24,16,공덕역,공사 중
중동,마포중동현대,84.9,34000,2001,2006-03-28,11,공덕역,공사 중
중동,마포중동현대,59.88,20500,2001,2006-03-28,8,공덕역,공사 중
노고산동,신촌포스빌,32.34,11200,2004,2006-03-31,12,공덕역,공사 중
신수동,신촌삼익,59.85,22800,1997,2006-03-29,6,공덕역,공사 중
망원동,대림2,84.73,36000,2002,2006-03-24,11,공덕역,공사 중
도화동,도화동현대,54.72,20500,1996,2006-03-01,6,공덕역,공사 중
창전동,창전래미안,114.82,43000,1998,2006-03-18,1,공덕역,공사 중
공덕동,래미안공덕4차,59.9,29500,2005,2006-03-17,4,공덕역,공사 중
대흥동,대흥동태영아파트,84.77,42000,1999,2006-03-25,16,공덕역,공사 중
중동,마포중동현대,59.88,20800,2001,2006-03-28,22,공덕역,공사 중
연남동,코오롱,84.936,35800,2003,2006-03-25,11,공덕역,공사 중
마포동,마포쌍용황금아파트,84.9,44500,2000,2006-03-26,19,공덕역,공사 중
성산동,성산시영(유원),59.43,31500,1986,2006-03-20,13,공덕역,공사 중
성산동,성산시영(선경),50.54,23000,1986,2006-03-31,5,공덕역,공사 중
염리동,유풍,84.44,17750,2002,2006-03-27,2,공덕역,공사 중
용강동,마포지구시범4동,59.5,16500,1971,2006-03-20,2,공덕역,공사 중
중동,중동계룡아파트,84.6,29000,2000,2006-03-25,5,공덕역,공사 중
도화동,정우상가맨션,126.07,42000,1983,2006-03-18,13,공덕역,공사 중
공덕동,래미안공덕4차,59.9,28500,2005,2006-03-20,5,공덕역,공사 중
신정동,씨제이리버힐,195.58,96000,1998,2006-03-27,9,공덕역,공사 중
도화동,현대홈타운,59.17,22500,2000,2006-03-22,14,공덕역,공사 중
용강동,마포지구시범5동,39.67,13000,1970,2006-03-22,6,공덕역,공사 중
성산동,성산시영(대우),50.03,23500,1986,2006-03-22,4,공덕역,공사 중
공덕동,래미안공덕4차,59.9,31000,2005,2006-03-31,11,공덕역,공사 중
용강동,마포용강삼성래미안,84.2,53200,2003,2006-03-18,10,공덕역,공사 중
염리동,중앙하이츠,83.82,27000,1998,2006-03-22,14,공덕역,공사 중
중동,DMC마포청구아파트,84.6,33500,1994,2006-03-18,13,공덕역,공사 중
신공덕동,신공덕1차삼성래미안1아파트,59.76,29000,2000,2006-03-16,14,공덕역,공사 중
성산동,성산시영(대우),50.03,23900,1986,2006-03-22,11,공덕역,공사 중
공덕동,래미안공덕4차,59.9,29200,2005,2006-03-20,2,공덕역,공사 중
공덕동,래미안공덕4차,59.9,28500,2005,2006-03-24,4,공덕역,공사 중
망원동,현대리버빌,117.61,31000,2004,2006-03-31,4,공덕역,공사 중
마포동,마포쌍용황금아파트,59.9,20700,2000,2006-03-22,4,공덕역,공사 중
성산동,성산시영(대우),50.03,22700,1986,2006-03-20,10,공덕역,공사 중
대흥동,대흥동세양,84.6,25100,2000,2006-03-28,8,공덕역,공사 중
상수동,상수두산위브,114.533,55000,2004,2006-03-15,7,공덕역,공사 중
서교동,대우미래사랑,57.36,21467,2005,2006-03-30,6,공덕역,공사 중
신공덕동,신공덕1차삼성래미안1아파트,59.76,31300,2000,2006-03-28,22,공덕역,공사 중
공덕동,래미안공덕4차,59.9,29000,2005,2006-03-20,6,공덕역,공사 중
